Group	PFAM_PROPHANE	PFAM_MANTIS	KO_MANTIS	KO_MANTIS_CONSENSUS	GP_DB2Metagenome_F08	GP_DB2Metagenome_F06	GP_DB2Metagenome_F07	GP_DB2Metagenome_F01	MPA_DB2Metagenome_F08	MPA_DB2Metagenome_F06	MPA_DB2Metagenome_F07	MPA_DB2Metagenome_F01	MQ_DB2Metagenome_F08	MQ_DB2Metagenome_F06	MQ_DB2Metagenome_F07	MQ_DB2Metagenome_F01	PD_DB2Metagenome_F08	PD_DB2Metagenome_F06	PD_DB2Metagenome_F07	PD_DB2Metagenome_F01
k99_222119_5_k99_63455_1	-;-;		K02878;K02878;	K02878K02878	16.0	26.0	44.0	72.0	4.0	11.0	14.0	24.0	4.0	6.0	40.0	16.0	8.0	20.0	24.0	44.0
k99_146277_14_k99_52231_3_k99_96354_1	PF00009;PF03144;-;	PF14492;PF03764;PF03764;	K02355;K18220;K02355;K18220;K02355;K18220;	K02355K02355K02355	30.0	26.0	38.0	12.0	4.0	6.0	11.0	7.0	0.0	14.0	38.0	4.0	16.0	16.0	38.0	6.0
k99_189120_54	PF13727;		K13012;K16566;K07011;K15915;K16707;K13656;K19428;K02851;K01784;K05946;K03606;K20997;K00996;K21303;	K00996	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_124822_5_k99_14760_92_k99_159935_4_k99_161751_1	-;-;-;-;		K07160;K07160;K07160;K07160;	K07160K07160K07160K07160	0.0	4.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0
k99_255298_2_k99_61111_13	PF02272;-;	PF01411;	K01872;K09919;K01868;K01872;K09919;K01868;	K01872K01872	0.0	10.0	14.0	26.0	0.0	2.0	4.0	7.0	0.0	2.0	18.0	6.0	0.0	6.0	10.0	30.0
k99_38044_103	PF00037;	PF01568;PF04879;PF03916;PF00384;PF00037;	K21308;K08353;K18356;K07307;K02573;K00184;K02572;K00196;K18362;K18560;K07311;K08358;K03616;K16293;K04014;K00124;K00311;K08349;	K08358	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
k99_38044_104	PF17780;	PF00384;	K00123;K00372;K00183;K00370;K08352;K08356;K00367;	K08352	0.0	6.0	8.0	0.0	0.0	1.0	2.0	0.0	0.0	8.0	12.0	0.0	0.0	2.0	4.0	0.0
k99_135449_2_k99_210726_13_k99_216329_18_k99_234782_2	-;PF11969;-;PF11969;		K03099;K01518;K14538;K02503;K03099;K01518;K14538;K02503;K03099;K01518;K14538;K02503;K03099;K01518;K14538;K02503;	K02503K02503K02503K02503	4.0	4.0	4.0	0.0	0.0	2.0	1.0	0.0	0.0	2.0	2.0	0.0	2.0	4.0	2.0	0.0
k99_147754_10	-;	PF02774;	K00133;K00134;K15017;K00150;	K00133	4.0	10.0	12.0	4.0	0.0	4.0	2.0	3.0	2.0	6.0	14.0	0.0	2.0	12.0	8.0	0.0
k99_174833_1_k99_205179_7_k99_68710_1	-;-;-;	PF14681;	K00761;K00761;K00761;	K00761K00761K00761	0.0	2.0	6.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	10.0	4.0	0.0	2.0	6.0	6.0
k99_17893_15_k99_217718_2_k99_242540_2	-;-;PF07476;		K01689;K01689;K01689;	K01689K01689K01689	30.0	0.0	0.0	22.0	5.0	0.0	0.0	6.0	16.0	2.0	8.0	12.0	18.0	0.0	0.0	28.0
k99_113141_2_k99_244733_85	PF02771;PF02770;		K15389;K11718;K00249;K09478;K18402;K00248;K11731;K15389;K11718;K00249;K09478;K18402;K00248;K11731;	K00248K00248	24.0	8.0	42.0	42.0	5.0	3.0	23.0	14.0	8.0	4.0	50.0	18.0	14.0	6.0	44.0	36.0
k99_242150_17	-;	PF02378;PF00367;	K20108;K02819;K02818;K02817;K02752;K03786;K02750;K02791;K02790;K01803;K02757;K02779;K02756;K02778;K02755;K02777;K02810;K20107;K02753;K02809;K02808;K02763;K02749;K02804;K02803;K02802;K11191;K11192;K20117;K20118;K02765;K02764;K20116;	K02804	8.0	2.0	10.0	62.0	2.0	0.0	1.0	6.0	0.0	2.0	12.0	6.0	2.0	2.0	10.0	30.0
k99_57696_15	PF13589;		K09487;K04079;	K04079	4.0	26.0	46.0	76.0	0.0	11.0	19.0	27.0	0.0	18.0	48.0	28.0	2.0	32.0	58.0	92.0
k99_82081_1	PF01063;		K18482;K00826;K21346;K00036;	K00826	4.0	24.0	24.0	18.0	1.0	8.0	9.0	9.0	0.0	8.0	24.0	4.0	4.0	22.0	26.0	14.0
k99_114297_9	PF01964;		K03147;K22466;K22465;	K03147	4.0	4.0	8.0	8.0	1.0	2.0	4.0	4.0	0.0	2.0	8.0	6.0	8.0	18.0	28.0	12.0
k99_177928_57_k99_196143_11	PF07992;PF07992;		K07137;K07137;	K07137K07137	0.0	2.0	2.0	6.0	0.0	1.0	1.0	3.0	0.0	2.0	2.0	6.0	0.0	2.0	2.0	6.0
k99_214_1_k99_39781_1	PF00155;-;		K18847;K00605;K00600;K18847;K00605;K00600;	K00600K00600	8.0	8.0	12.0	0.0	0.0	1.0	1.0	0.0	0.0	4.0	14.0	2.0	4.0	6.0	12.0	0.0
k99_70133_274	-;		K14521;K02696;K17425;K01969;K03040;K01966;K01601;K01963;	K01966	14.0	0.0	0.0	6.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	6.0	0.0	0.0	4.0
A0A0C4DGZ6_H0YAV1_Q7LG56_k99_212852_3_k99_8798_2_k99_9358_2	PF00268;-;unclassified;-;-;PF01351;	PF01351;	K01640;K02594;K09011;K01649;K10977;K01666;K03470;	K10977K03470	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
k99_202168_1	PF01053;		K01761;K01740;K01760;K01738;K01739;K10764;	K01740	8.0	20.0	16.0	14.0	2.0	8.0	8.0	5.0	2.0	4.0	14.0	2.0	4.0	18.0	14.0	10.0
k99_57696_18	-;		K01955;K03802;K09181;K16181;	K01955	0.0	6.0	26.0	62.0	0.0	1.0	4.0	19.0	0.0	2.0	10.0	12.0	4.0	6.0	20.0	44.0
Q9UEY8_k99_86235_1	-;PF13685;		K17866;K00002;K04072;K00380;K11173;K13954;K01125;K01027;	K04072	2.0	30.0	74.0	80.0	1.0	14.0	22.0	34.0	0.0	18.0	88.0	32.0	4.0	30.0	72.0	82.0
k99_57696_17	-;		K01956;K01955;	K01956	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0
k99_70133_276	-;		K23351;	K23351	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
k99_131963_6	PF01012;		K03521;K22431;	K03521	8.0	20.0	26.0	6.0	2.0	12.0	14.0	0.0	2.0	4.0	8.0	0.0	6.0	32.0	48.0	0.0
k99_47092_10	-;	PF00210;	K02255;K03594;K22336;K02217;	K02217	44.0	12.0	44.0	40.0	11.0	6.0	23.0	13.0	6.0	10.0	58.0	22.0	24.0	10.0	38.0	32.0
k99_61876_2_k99_82853_2	-;PF16161;	PF16161;DUF4867;PF16161;DUF4867;			0.0	8.0	18.0	2.0	0.0	2.0	4.0	0.0	0.0	4.0	20.0	0.0	0.0	8.0	14.0	0.0
k99_70133_272	PF14667;				2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_131963_2	PF00486;		K07672;	K07672	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_128264_3_k99_220258_3_k99_254930_15_k99_53464_14_k99_67307_2	PF08352;PF08352;PF08352;-;PF08352;		K02032;K02031;K15583;K05781;K02032;K02031;K15583;K05781;K02032;K02031;K15583;K05781;K02032;K02031;K15583;K05781;K02032;K02031;K15583;K05781;	K02031K02031K02031K02031K02031	0.0	6.0	14.0	0.0	0.0	2.0	6.0	0.0	0.0	6.0	10.0	0.0	0.0	4.0	10.0	0.0
k99_179432_21	PF07476;		K01689;	K01689	0.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	16.0	0.0	0.0	0.0	8.0	8.0
k99_102274_3_k99_108819_1_k99_112581_1_k99_131251_2_k99_131401_2_k99_132571_17_k99_144539_1_k99_144634_4_k99_150665_1_k99_155357_116_k99_156339_37_k99_156724_4_k99_173010_19_k99_173544_1_k99_18784_4_k99_209451_26_k99_225657_152_k99_235595_2_k99_246078_28_k99_251212_4_k99_253203_5_k99_256968_11_k99_39086_11_k99_47193_7_k99_47409_15_k99_51200_19_k99_57188_1_k99_65618_3_k99_7985_21_k99_93213_2_k99_93231_2_k99_94447_1	PF07728;-;PF05496;-;-;-;-;-;-;PF00158;-;-;-;PF05496;-;-;PF07728;PF07728;-;PF00158;-;PF01078;-;PF05496;-;-;-;-;PF07728;PF07728;PF05496;-;		K03544;K03544;K03544;K03544;K03544;K03544;K03544;K03544;K03544;K03544;K03544;K03544;K03544;K03544;K03544;K03544;K03544;K03544;K03544;K03544;K03544;K03544;K03544;K03544;K03544;K03544;K03544;K03544;K03544;K03544;K03544;K03544;	K03544K03544K03544K03544K03544K03544K03544K03544K03544K03544K03544K03544K03544K03544K03544K03544K03544K03544K03544K03544K03544K03544K03544K03544K03544K03544K03544K03544K03544K03544K03544K03544	4.0	6.0	14.0	12.0	1.0	2.0	6.0	3.0	0.0	4.0	22.0	8.0	2.0	16.0	34.0	30.0
k99_196342_3	PF03401;		K07795;	K07795	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
k99_225683_40	PF02127;	PF02127;	K01267;	K01267	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0
k99_186403_21	-;	PF00121;	K00927;K20905;K01803;K21910;	K01803	82.0	172.0	324.0	44.0	17.0	60.0	107.0	16.0	18.0	52.0	184.0	20.0	54.0	188.0	366.0	48.0
k99_62352_4_k99_97815_1	-;unclassified;	PF00687;	K02863;K02863;	K02863K02863	46.0	60.0	148.0	74.0	8.0	32.0	56.0	25.0	16.0	26.0	120.0	18.0	30.0	72.0	162.0	78.0
k99_149377_3_k99_150961_1_k99_22696_17_k99_68727_1_k99_7425_2	-;PF00588;PF08032;-;-;	PF08032;PF00588;PF08032;PF00588;PF08032;PF00588;	K03214;K15333;K05926;K22132;K03218;K00556;K03437;K21514;K03501;K12952;K03214;K15333;K05926;K22132;K03218;K00556;K03437;K21514;K03501;K12952;K03214;K15333;K05926;K22132;K03218;K00556;K03437;K21514;K03501;K12952;K03214;K15333;K05926;K22132;K03218;K00556;K03437;K21514;K03501;K12952;K03214;K15333;K05926;K22132;K03218;K00556;K03437;K21514;K03501;K12952;	K03218K03218K03218K03218K03218	0.0	2.0	10.0	6.0	0.0	1.0	4.0	2.0	0.0	0.0	14.0	2.0	0.0	6.0	26.0	8.0
B8ZZ84_Q4KMX1_Q86VH4_k99_11516_3_k99_174554_3_k99_236254_1_k99_8316_1	PF08011;PF00165;-;unclassified;-;-;-;	PF09820;PF13472;	K02477;K07719;K07718;K02282;K07720;K01768;K10119;K07315;K03413;K05919;K00348;K07798;K22405;K19824;	K07720K19824	30.0	116.0	332.0	88.0	6.0	47.0	140.0	37.0	6.0	36.0	158.0	44.0	18.0	124.0	324.0	70.0
k99_109883_1_k99_184695_1_k99_257104_16	PF00210;PF00210;PF00210;	PF02915;PF02915;PF02915;	K05919;K00348;K07798;K22405;K19824;K05919;K00348;K07798;K22405;K19824;	K19824K19824	8.0	6.0	22.0	34.0	2.0	2.0	7.0	9.0	2.0	0.0	18.0	12.0	6.0	4.0	18.0	38.0
k99_240731_1_k99_240759_6	-;-;	DUF4369;PF14289;DUF4369;PF14289;			4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
k99_183592_1_k99_79589_1	-;-;		K03610;K02338;K03610;K02338;	K02338K02338	0.0	0.0	6.0	10.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	12.0	30.0	14.0
k99_160964_1	-;	PF13603;	K01869;	K01869	0.0	6.0	10.0	4.0	0.0	1.0	1.0	2.0	0.0	4.0	14.0	6.0	0.0	2.0	6.0	4.0
k99_16104_1_k99_25064_1_k99_75156_18	-;PF00575;PF00013;		K07571;K02945;K03527;K00962;K07571;K02945;K03527;K00962;K07571;K02945;K03527;K00962;	K00962K00962K00962	6.0	6.0	10.0	10.0	1.0	3.0	5.0	2.0	0.0	4.0	12.0	2.0	2.0	10.0	18.0	24.0
k99_70133_263	unclassified;				0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_163340_2	PF00596;		K22130;K18847;K03077;K01628;K01629;K10622;K11216;K08963;K18256;K08966;K08964;K18613;	K01628	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_70133_262	unclassified;				0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
k99_220634_1_k99_86891_2	-;PF00012;		K04043;K04043;	K04043K04043	0.0	4.0	8.0	0.0	0.0	1.0	2.0	0.0	0.0	6.0	16.0	0.0	0.0	4.0	4.0	0.0
k99_111032_1	PF04851;		K09980;K04066;	K04066	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_163113_6	PF16654;		K06989;K03340;	K03340	4.0	20.0	38.0	8.0	0.0	9.0	15.0	2.0	0.0	10.0	46.0	6.0	6.0	32.0	52.0	24.0
k99_181190_1_k99_202109_23	PF01808;PF01808;	PF01808;PF01808;	K00602;K06943;K00602;K06943;	K00602K00602	0.0	12.0	28.0	6.0	0.0	4.0	9.0	0.0	0.0	6.0	32.0	0.0	0.0	12.0	26.0	22.0
k99_102037_1_k99_177265_5_k99_190962_2_k99_214633_19	-;-;-;-;		K02948;K02948;K02948;K02948;	K02948K02948K02948K02948	20.0	42.0	100.0	12.0	4.0	24.0	52.0	3.0	4.0	16.0	60.0	0.0	10.0	50.0	102.0	8.0
k99_11322_6_k99_225643_5	-;-;	PF00497;PF00497;	K23059;K23059;	K23059K23059	0.0	10.0	20.0	18.0	0.0	3.0	6.0	6.0	0.0	4.0	14.0	8.0	0.0	6.0	18.0	16.0
k99_189120_73	-;		K01784;K12448;K17947;K08679;	K01784	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	4.0
P54868_Q01581	-;-;				4.0	0.0	0.0	8.0	1.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	8.0
k99_186357_4	PF00291;		K13034;K20032;K01738;K01580;K20553;K01697;K10357;	K01738	0.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0
k99_60338_1	-;	PF03144;	K02890;K04040;K00236;K02358;	K02358	32.0	42.0	66.0	80.0	7.0	5.0	13.0	14.0	6.0	12.0	38.0	40.0	12.0	32.0	58.0	108.0
k99_255483_10	PF00215;	PF00215;	K13421;K01591;	K01591	0.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	2.0
k99_140955_10_k99_257605_1	PF00189;PF07650;		K02982;K02982;	K02982K02982	8.0	12.0	22.0	150.0	2.0	5.0	11.0	54.0	0.0	6.0	18.0	54.0	4.0	12.0	24.0	94.0
k99_102211_56	PF14900;	PF14900;DUF4493;			0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0
k99_187165_4_k99_41133_5	-;PF02915;	PF02915;PF02915;	K05919;K00348;K07798;K22405;K19824;K05919;K00348;K07798;K22405;K19824;	K19824K19824	4.0	8.0	32.0	32.0	1.0	4.0	8.0	11.0	0.0	0.0	30.0	16.0	2.0	8.0	30.0	28.0
Q5MY95	PF01150;				4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
k99_186403_17	PF14701;		K01187;K01208;K05341;K01182;K00700;K05343;	K05341	0.0	10.0	10.0	10.0	0.0	3.0	2.0	2.0	0.0	8.0	14.0	6.0	0.0	12.0	10.0	12.0
H0YKS8_Q08431_X6R3G6	PF00008;PF00008;PF00008;				0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_19084_1	-;				0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
k99_100062_2	PF16113;	PF00378;	K01661;K01692;K08299;K16880;K01715;K15019;K15866;	K01715	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_121798_14	PF02786;	PF02844;PF02843;	K01919;K13037;K01738;K01945;K11788;K13713;K01955;K22114;K01755;K01952;K16181;	K01945	6.0	16.0	36.0	28.0	1.0	3.0	10.0	11.0	2.0	6.0	28.0	14.0	2.0	20.0	48.0	24.0
k99_121798_17	-;		K01923;K01945;K01588;	K01588	0.0	2.0	6.0	12.0	0.0	0.0	2.0	1.0	0.0	2.0	6.0	2.0	0.0	2.0	6.0	8.0
k99_121798_11	PF00881;	PF00881;	K19286;K04719;	K19286	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
k99_189876_5	PF00312;		K02956;	K02956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
k99_238365_1	PF01547;		K02035;K10188;K01999;K02027;	K10188	0.0	4.0	0.0	22.0	0.0	1.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	20.0
k99_14532_30_k99_166385_3_k99_172446_2_k99_17970_13_k99_191917_1_k99_228954_1_k99_234331_1_k99_31228_21_k99_58742_1_k99_74363_4	PF02403;PF02403;PF02403;-;-;PF02403;-;-;PF00587;PF00587;	PF02403;PF02403;PF02403;PF02403;PF02403;PF02403;PF02403;	K02948;K01875;K02948;K01875;K02948;K01875;K07870;K01875;K14821;K02948;K01875;K02948;K01875;K02948;K01875;K02948;K01875;K02948;K01875;K02948;K01875;	K01875K01875K01875K01875K01875K01875K01875K01875K01875K01875	8.0	30.0	30.0	42.0	2.0	6.0	7.0	15.0	2.0	10.0	14.0	12.0	4.0	30.0	28.0	36.0
k99_255483_14	PF07722;		K01956;K01955;	K01956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
k99_159583_3_k99_220286_1_k99_61031_2	PF08543;-;PF08543;	PF02110;PF02110;PF02110;	K00878;K00878;K00878;	K00878K00878K00878	0.0	2.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	0.0
k99_144182_8_k99_197874_2_k99_226880_6	PF16320;-;PF16320;	PF00542;PF00542;PF00542;	K02935;K12182;K13577;K02863;K02935;K12182;K13577;K02863;K02935;K12182;K13577;K02863;	K02935K02935K02935	24.0	22.0	88.0	130.0	5.0	2.0	12.0	53.0	6.0	10.0	90.0	32.0	16.0	18.0	106.0	114.0
k99_8341_1	PF13685;		K00001;K11440;K04072;K00217;K13954;K18602;	K13954	2.0	32.0	52.0	24.0	0.0	16.0	16.0	10.0	0.0	20.0	58.0	14.0	0.0	32.0	60.0	20.0
k99_121670_10_k99_17979_3_k99_211460_3_k99_221196_114_k99_26416_168	-;-;PF01565;unclassified;-;	PF02674;	K06911;K21836;K00075;K00803;K00104;K00102;K03558;K06911;K21836;K00075;K00803;K00104;K00102;K00558;	K00104K03558K00104K00558	22.0	74.0	126.0	76.0	5.0	36.0	57.0	24.0	8.0	42.0	106.0	12.0	14.0	72.0	114.0	56.0
k99_179432_19	PF06723;		K04043;	K04043	44.0	128.0	328.0	112.0	8.0	39.0	89.0	40.0	14.0	54.0	224.0	26.0	26.0	110.0	266.0	86.0
k99_101923_1_k99_12629_14_k99_147892_15_k99_152833_1_k99_172160_1_k99_183011_1_k99_203981_2_k99_6254_16	PF02824;PF02824;PF02824;-;PF02824;PF03129;-;-;		K01880;K01881;K01868;K00876;K01889;K01880;K01881;K01868;K00876;K01889;K01880;K01881;K01868;K00876;K01889;K01880;K01881;K01868;K00876;K01889;K01880;K01881;K01868;K00876;K01889;K01880;K01881;K01868;K00876;K01889;K01880;K01881;K01868;K00876;K01889;K01880;K01881;K01868;K00876;K01889;	K01868K01868K01868K01868K01868K01868K01868K01868	4.0	30.0	96.0	26.0	1.0	11.0	34.0	3.0	2.0	20.0	90.0	6.0	2.0	30.0	84.0	24.0
k99_59371_1	PF00532;		K23508;	K23508	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
k99_18396_4_k99_209623_2_k99_235054_4_k99_99284_6	-;PF12838;-;-;	DUF4879;PF16219;	K00441;K22162;K21231;K00125;K00441;K22162;K21231;K00125;	K22162K22162	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
k99_104566_2	-;		K01960;K01571;K20140;K01958;K03416;	K01571	16.0	44.0	74.0	108.0	3.0	19.0	30.0	20.0	4.0	30.0	66.0	34.0	18.0	60.0	106.0	58.0
k99_106624_1_k99_65221_8	-;-;		K02890;K02890;	K02890K02890	0.0	2.0	6.0	10.0	0.0	1.0	1.0	5.0	0.0	0.0	0.0	4.0	0.0	2.0	4.0	8.0
k99_146428_7_k99_146447_3	-;-;	PF13944;PF13944;			0.0	4.0	4.0	4.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	4.0	2.0	4.0
k99_104566_4	-;		K23351;	K23351	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
k99_120572_7_k99_12075_1_k99_203661_2_k99_222527_1_k99_76435_1	-;-;PF00343;-;-;	PF00343;PF00343;PF00343;PF00343;PF00343;	K01201;K00688;K01201;K00688;K01201;K00688;K01201;K00688;K01201;K00688;	K00688K00688K00688K00688K00688	0.0	8.0	0.0	34.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	8.0	0.0	6.0	8.0	40.0
k99_104566_5	PF04277;				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
k99_33168_4	-;	PF00224;	K10457;K12406;K01930;K00873;K06689;	K00873	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
k99_104566_6	PF01039;	PF03977;PF04277;PF00364;PF01039;	K17489;K18472;K01969;K01604;K01615;K15052;K20510;K01966;K13933;K13932;K13778;K20511;	K01604	0.0	2.0	6.0	22.0	0.0	1.0	1.0	11.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	46.0
k99_100312_3_k99_124166_3_k99_134399_2_k99_139574_158_k99_139574_159_k99_14401_21_k99_14401_22_k99_149444_4_k99_15217_95_k99_158855_16_k99_170146_1_k99_186578_7_k99_242611_2_k99_253075_1_k99_255597_26_k99_33757_8_k99_45638_2_k99_48641_1_k99_48661_1_k99_55611_6_k99_63411_1_k99_99250_2	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PF07638;-;-;-;-;-;-;	PF08281;PF04542;PF08281;PF04542;PF04542;PF08281;PF04542;PF08281;PF04542;PF08281;PF04542;PF08281;PF04542;PF08281;PF04542;PF08281;PF04542;PF08281;PF04542;PF08281;PF04542;PF08281;PF04542;PF08281;PF04542;PF08281;PF04542;PF08281;PF04542;PF08281;PF04542;PF08281;PF04542;PF08281;PF08281;PF04542;PF08281;PF04542;PF08281;PF04542;PF08281;PF04542;	K07263;K16872;K17752;K12296;K07165;K02051;K03091;K11333;K03090;K03088;K02405;K03769;K19091;K00960;K02027;K07263;K16872;K17752;K12296;K07165;K02051;K03091;K11333;K03090;K03088;K02405;K03769;K19091;K00960;K02027;K07263;K16872;K17752;K12296;K07165;K02051;K03091;K11333;K03090;K03088;K02405;K03769;K19091;K00960;K02027;K07263;K16872;K17752;K12296;K07165;K02051;K03091;K11333;K03090;K03088;K02405;K03769;K19091;K00960;K02027;K07263;K16872;K17752;K12296;K07165;K02051;K03091;K11333;K03090;K03088;K02405;K03769;K19091;K00960;K02027;K07263;K16872;K17752;K12296;K07165;K02051;K03091;K11333;K03090;K03088;K02405;K03769;K19091;K00960;K02027;K07263;K16872;K17752;K12296;K07165;K02051;K03091;K11333;K03090;K03088;K02405;K03769;K19091;K00960;K02027;K07263;K16872;K17752;K12296;K07165;K02051;K03091;K11333;K03090;K03088;K02405;K03769;K19091;K00960;K02027;K07263;K16872;K17752;K12296;K07165;K02051;K03091;K11333;K03090;K03088;K02405;K03769;K19091;K00960;K02027;K07263;K16872;K17752;K12296;K07165;K02051;K03091;K11333;K03090;K03088;K02405;K03769;K19091;K00960;K02027;K07263;K16872;K17752;K12296;K07165;K02051;K03091;K11333;K03090;K03088;K02405;K03769;K19091;K00960;K02027;K07263;K16872;K17752;K12296;K07165;K02051;K03091;K11333;K03090;K03088;K02405;K03769;K19091;K00960;K02027;K07263;K16872;K17752;K12296;K07165;K02051;K03091;K11333;K03090;K03088;K02405;K03769;K19091;K00960;K02027;K07263;K16872;K17752;K12296;K07165;K02051;K03091;K11333;K03090;K03088;K02405;K03769;K19091;K00960;K02027;K07263;K16872;K17752;K12296;K07165;K02051;K03091;K11333;K03090;K03088;K02405;K03769;K19091;K00960;K02027;K07263;K16872;K17752;K12296;K07165;K02051;K03091;K11333;K03090;K03088;K02405;K03769;K19091;K00960;K02027;K07263;K16872;K17752;K12296;K07165;K02051;K03091;K11333;K03090;K03088;K02405;K03769;K19091;K00960;K02027;K03088;K07263;K16872;K17752;K12296;K07165;K02051;K03091;K11333;K03090;K03088;K02405;K03769;K19091;K00960;K02027;K07263;K16872;K17752;K12296;K07165;K02051;K03091;K11333;K03090;K03088;K02405;K03769;K19091;K00960;K02027;K07263;K16872;K17752;K12296;K07165;K02051;K03091;K11333;K03090;K03088;K02405;K03769;K19091;K00960;K02027;K07263;K16872;K17752;K12296;K07165;K02051;K03091;K11333;K03090;K03088;K02405;K03769;K19091;K00960;K02027;	K03088K03088K03088K03088K03088K03088K03088K03088K03088K03088K03088K03088K03088K03088K03088K03088K03088K03088K03088K03088K03088K03088	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_107685_1	PF14693;		K02897;	K02897	8.0	24.0	28.0	16.0	1.0	9.0	10.0	4.0	0.0	10.0	26.0	4.0	8.0	14.0	28.0	12.0
