ProteinSubgroup	MQ_DB2Metagenome_GUT_10	GP_DB2Metagenome_GUT_08	MQ_DB2Metagenome_GUT_08	GP_DB2Metagenome_GUT_10	GP_DB2Metagenome_GUT_09	MQ_DB2Metagenome_GUT_06	MPA_DB2Metagenome_GUT_09	GP_DB2Metagenome_GUT_06	MPA_DB2Metagenome_GUT_08	PD_DB2Metagenome_GUT_08	PD_DB2Metagenome_GUT_06	PD_DB2Metagenome_GUT_09	PD_DB2Metagenome_GUT_10	MQ_DB2Metagenome_GUT_09	MPA_DB2Metagenome_GUT_06	MPA_DB2Metagenome_GUT_10
8cef4a60-d4dd-481e-a925-69b22c887793	10	4	2	58	10	0	0	0	0	0	0	2	36	8	0	10
da1850db-81f4-460b-8231-93155b3a4437	14	20	12	80	34	6	7	14	3	8	10	16	48	30	2	15
5ee2d745-19ab-43f2-9f89-4756a0d3fe37	2	4	2	34	12	0	0	4	0	0	0	4	24	8	0	2
0e054ad3-a9f7-43aa-94f5-a917005f199f	66	36	18	218	70	6	11	32	5	22	16	48	190	56	4	70
ad6991fc-b15e-4c1d-bfd5-63e0bc42c879	10	18	6	78	38	4	9	20	2	8	12	32	64	40	4	11
f76db40a-d9bd-4a05-975d-0f32d6635956	26	0	0	98	2	6	0	34	0	0	16	0	76	0	3	25
c512eaad-2eaa-4d6b-8f66-de20dfe116c8	2	6	2	30	10	0	0	0	0	2	0	0	20	8	0	3
64d1cf01-f6d9-4d5c-81d0-c13bbbec8bf1	4	0	0	40	0	0	0	0	0	0	0	0	32	0	0	7
d409fe95-5d53-497d-b18c-417c506eb170	16	0	0	64	2	2	0	8	0	0	6	0	48	0	1	15
305ed7b2-88b1-4b69-be98-5e09f7e96781	14	0	0	52	2	2	0	14	0	0	8	0	42	0	2	10
b418730c-8d70-4fc7-8fc4-05e8ee655555	6	6	2	36	14	0	0	4	0	2	0	2	26	8	0	7
3e6e3b41-49e5-4d0d-82dc-236124ef0e62	2	4	2	30	12	0	0	4	0	0	0	2	20	8	0	2
c33fead2-ed76-4d9d-a04b-28823131ef2a	8	4	2	50	10	0	0	0	0	0	0	2	42	8	0	12
9e828cc2-caad-47b8-849f-76e0c5b37b70	4	6	2	12	14	0	1	4	0	2	0	4	14	10	0	3
881feddb-4aaa-4074-b70d-9b73b093264c	22	6	2	32	14	0	1	10	0	2	8	4	30	10	0	12
fba94b9c-d7f8-4d55-ba57-bd134a9a02de	26	52	24	82	92	0	27	8	17	36	2	72	72	76	1	35
6f3aa12e-5bb3-477b-9352-4b24506bf272	16	20	8	62	40	2	5	10	1	12	4	22	50	24	1	28
2acdb25d-2d24-43ba-a137-2cf03d9ec506	4	6	2	18	14	0	1	4	0	2	0	4	18	10	0	3
5e08a1c5-bdef-4c76-bcd4-e872c868737b	2	4	4	6	4	0	1	0	1	2	0	2	6	0	0	0
031c5ad7-ce4b-4220-9ecf-8bf54957faee	8	2	0	30	0	2	0	4	1	0	2	0	26	0	0	10
38d161f0-fe33-4143-aa13-57e188f18c22	8	0	0	20	0	0	0	0	0	0	0	0	14	0	0	5
e6612f6e-65ee-47b4-9f3a-70df08fa2423	2	0	0	4	0	0	0	2	0	0	0	0	4	0	0	2
4d0859aa-9209-44df-b936-0b6727d29ebb	2	0	0	4	0	0	0	0	0	0	0	0	2	0	0	1
3f52be5c-334d-4a5e-9fcd-ebd9416a0e5b	2	2	0	6	0	2	0	4	1	0	2	0	6	0	0	1
b0b1ebd9-b57a-4644-a927-76a87536d0b2	0	2	0	4	0	0	0	0	1	0	0	0	2	0	0	1
73db9260-079e-4406-9437-23fef4719512	4	0	0	20	0	2	0	4	0	0	2	0	18	0	0	6
7e25b1d5-b040-4e9a-8c03-3516d3b9dc64	2	0	0	16	0	0	0	0	0	0	0	0	14	0	0	6
984e20a3-f571-4f7f-90e9-994ab94afba0	4	0	0	6	0	0	0	0	0	0	0	0	8	0	0	3
3a1e42ce-8723-48e6-a353-8696b651e037	4	0	0	6	0	0	0	0	0	0	0	0	6	0	0	2
5af009f2-fe20-4c3a-8c1e-c68b2887b8fe	0	2	2	10	4	0	1	0	0	4	0	0	8	0	0	4
b5b50599-24c1-48d7-be83-6da5c5824db9	0	6	2	2	10	0	1	0	1	8	0	10	2	4	0	1
fecd0f56-a905-4466-bf50-f804b6c71ecb	0	4	2	8	8	0	1	0	0	6	0	8	6	2	0	4
d02cdf9b-f61b-42e7-a5ff-c37de0d23de5	4	6	2	10	8	2	1	6	0	4	4	4	8	8	0	2
5ffe3f16-6200-444b-9d80-a46d678a3c73	16	14	8	48	22	0	8	24	5	14	24	20	48	16	6	16
75e22ee8-45b3-418c-b212-ab6bd9a4977e	12	30	12	42	36	2	15	22	11	26	14	32	42	28	5	14
a8dbb5a3-2dc5-4dd0-9bde-32bf60ab94ea	8	20	16	30	12	0	2	2	6	18	2	6	28	16	0	8
bb36268f-b1c9-41d1-b606-fce50ae30040	24	34	14	80	38	4	16	34	12	28	20	32	76	30	6	19
62ad27cc-ba86-4263-a520-902ccfae1fb2	20	16	2	42	20	6	8	18	6	16	12	16	42	16	4	14
328ca517-b6f9-456c-a0d6-60b5d4ffb55c	14	8	4	22	8	0	1	0	1	6	0	4	36	8	0	4
d24ee110-ee37-46b0-a737-6e1dd09b33e1	12	36	10	32	38	0	16	8	12	32	4	32	26	22	1	12
1b59935a-8add-42af-a225-6cb20c65d140	14	14	6	60	20	0	9	0	2	10	0	16	38	26	0	13
36c991b0-08cc-44c1-bf5f-a9789f666f47	22	36	20	56	46	10	17	52	12	30	30	30	68	62	10	26
4b846128-8eda-4bfd-90ed-254442487eb3	16	20	4	42	18	4	8	8	8	18	4	16	26	16	2	8
33f8ed1b-2904-444a-bda0-5cd0e0884566	18	18	4	48	18	2	8	10	7	20	4	14	74	12	2	17
d956029a-c0a7-4c29-9f48-2218cfaf4ee1	16	70	26	84	82	12	37	122	29	54	74	68	76	74	22	21
c3502b46-4975-469f-9985-d46f21ab4ec2	14	18	8	64	30	0	12	8	5	14	2	26	44	28	0	16
ce9cc684-61d5-480a-aa4a-c23e22ba411a	10	30	12	46	40	4	20	36	14	28	18	40	40	34	6	16
7ecefe5b-be4f-463f-9c21-3a6d6004806d	10	8	4	22	10	0	2	0	1	8	0	6	28	8	0	6
98cc77d7-d2b2-4813-b53f-69165f8b4fd2	4	12	6	14	8	4	4	18	5	10	12	6	20	16	5	4
702eb1f1-f2aa-48ed-9603-18ee074212ca	24	18	4	50	20	6	8	18	7	20	12	16	58	16	4	16
2d9a5a4c-fecc-41b5-af86-d3fbc53f82e9	34	44	24	96	58	4	26	46	16	38	40	50	98	50	12	27
4ef23f80-e86f-43a2-b812-262e0ec40b46	46	94	48	148	126	12	61	134	42	78	80	116	94	124	24	41
c51ab36d-3390-4ba2-a100-aec556129a30	10	22	12	38	32	2	17	16	11	22	8	32	28	24	3	9
007c5e28-f6a6-4ebe-88a7-43b1e2e03c99	6	8	4	16	8	0	1	0	1	8	0	4	20	8	0	4
4caf55df-f24f-4d61-ba5f-1ab381d23301	34	88	42	120	124	14	57	142	41	66	84	102	106	122	26	35
732657ad-f09c-4398-bfe9-f45c48d04f70	2	6	4	0	8	0	1	0	1	4	0	4	0	8	0	0
609ea3de-29f6-4d2e-8a29-5bcb48ce5fa7	22	56	24	78	62	6	32	90	25	46	54	58	58	52	17	23
f000aa83-6178-4922-978f-fc526ec43884	4	20	4	26	16	2	8	8	8	18	4	14	14	14	2	7
062721bd-480b-4f9b-9b8d-bedcbe30aabd	14	26	10	48	28	2	14	22	11	24	14	28	38	20	5	14
c5df29e1-e891-4612-b2a9-9a4e6d176b10	14	6	4	22	12	0	2	2	1	6	0	6	36	12	0	4
aad07a09-273d-4cfd-88a1-c09ecf4a3cc0	14	18	8	40	18	2	6	8	6	14	2	14	30	28	1	12
c12fc8f9-f8cb-41e1-9fb6-8661a2b18212	10	22	8	42	26	0	13	8	9	18	4	26	26	16	1	12
76700fa9-b2e1-4a79-8431-a931b5bc3500	18	16	2	42	20	6	8	18	6	16	12	16	36	16	4	13
267cabd7-edb5-4710-b44f-2d7dc7d27604	14	16	4	38	20	4	9	18	7	18	12	16	42	18	4	15
754636bb-a0dc-402c-b9a5-5a44a1d1e135	26	34	16	80	48	0	20	34	11	28	30	44	64	38	7	24
0c7568b4-889b-483a-8e28-0991ee987df5	34	56	22	98	66	6	33	62	24	52	46	64	98	46	13	29
b8e67f80-6a09-4d31-98f8-5dfdfa4da2a2	28	68	30	90	90	6	44	90	29	66	56	90	68	72	17	26
a7d52ae2-53de-4a5e-af15-f7f6bcaa45fe	8	8	4	26	14	0	4	4	1	6	2	8	12	16	0	5
b85feed3-24f7-4094-a796-02bcf91fd5f9	8	14	2	16	18	2	8	10	6	14	4	14	16	12	2	6
0df89b8d-e241-44d0-9a19-e962b41a91c7	30	34	16	92	56	4	18	8	10	26	4	38	86	54	1	23
84939710-c74e-4d31-8b15-d03a47735dd5	20	40	24	58	46	0	20	2	15	34	2	40	56	36	0	24
0e0983b7-0373-4a1b-bc16-659709d0ab9e	8	16	2	14	18	2	8	10	6	16	4	14	16	12	2	6
ee70b8fd-38c2-4918-88f0-7eacb9522280	20	64	34	92	80	10	37	114	28	56	70	76	48	80	20	19
36c97837-4999-4404-812f-d8610e98893f	2	20	4	14	16	2	8	8	8	18	4	14	10	14	2	5
388ae815-c4de-43f8-a88c-a58d16494fba	14	16	4	40	18	2	8	10	7	18	4	14	36	12	2	10
25c09d5e-83fd-4fc7-bfd2-9eb62ea1c816	4	8	4	22	8	0	1	0	1	10	0	6	24	8	0	4
20236244-aafc-45ca-8b63-f984f1b78bf8	34	48	18	96	50	6	25	32	19	38	16	44	82	42	6	33
647c3fff-b510-4c3e-8cae-21fe0f3ae91e	6	22	10	20	30	2	16	8	10	24	2	38	16	34	1	9
6819d373-a6a5-458e-a6a2-eeb05379b6c8	20	36	14	64	38	4	16	34	13	30	20	32	76	30	6	19
86309299-e1bd-428c-b4b6-0552477d73e8	22	28	10	70	40	2	20	12	11	22	8	36	68	24	2	20
8140c564-88a5-4b4a-b354-7de69b84d3c2	10	30	12	36	36	0	15	8	10	24	4	32	34	28	1	13
72e8208e-fd94-4dc0-8174-7ba3c1b75c74	14	0	0	28	0	0	0	0	0	0	0	0	44	0	0	8
f000cb7a-1611-427d-b94d-42344cf4464d	10	2	0	2	4	0	1	2	0	2	0	2	16	4	0	4
3ddc82fb-257a-409c-a5cf-b10260fbc924	16	38	14	62	48	4	21	24	15	28	10	42	28	46	3	14
e7b14ab3-cade-4b03-92c6-bef5f436d288	18	52	18	58	64	4	29	28	21	44	14	58	54	50	4	21
8ec7ff85-6897-47a1-b034-45ab94e9d84f	32	42	16	80	54	2	24	36	15	38	32	48	76	34	8	23
597c2890-bac9-439e-8718-3b32436c6d67	14	0	0	38	0	0	0	0	0	0	0	0	48	0	0	10
3e3ad90c-58b3-4eea-941e-322ef85b0e25	12	10	6	38	10	0	2	0	2	8	0	6	30	14	0	9
de4b3da5-672b-4584-9375-ce799930328b	30	34	14	84	42	2	17	16	12	24	8	38	84	42	2	23
c53794b3-9186-4611-813f-0ac7b53e9253	12	14	6	14	10	0	4	4	5	10	2	4	18	8	0	5
b8e9ad1d-e0d6-4866-91e5-adb2285a79f2	4	22	10	14	30	6	11	70	8	14	36	18	20	34	13	4
77ad4534-eee4-4b94-b9b2-7dc76bd5b137	42	56	28	92	64	6	28	56	23	52	40	54	106	60	12	31
9a028ee2-44e4-4637-93f2-03667a1a2fe2	4	18	10	28	10	0	4	0	6	14	0	8	38	12	0	6
e1254e3b-df51-4186-a51f-c74cf96f8e5e	2	2	2	12	14	0	4	0	1	0	0	10	10	10	0	5
2597e4cd-fbf5-4761-9121-9e913ca51d22	2	2	2	12	16	0	5	0	1	0	0	12	14	16	0	5
a37db8e7-7f0a-4192-97bc-7b96c20a9221	4	2	2	22	10	0	2	0	1	0	0	8	18	10	0	6
c19bdc1b-61e6-42ca-adec-032344053efb	2	2	2	10	12	0	3	0	1	0	0	10	12	12	0	5
862fe4e9-6788-475c-8610-4bdec996c43f	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0
80dd4db1-34a3-4b7e-805a-8e7efd22d881	0	6	0	0	6	0	2	0	1	2	0	6	0	8	0	0
038c4978-7802-415e-af7e-6c5de384566e	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	2
41651d71-9c98-478f-9578-2d2abba71de5	2	0	0	4	4	0	2	0	0	0	0	4	2	4	0	1
ad521d82-b3d4-41f4-9f2f-c4ef2d934952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
b412c589-7b1c-473e-871c-42e45218404d	8	4	2	16	8	0	0	0	0	2	0	14	14	8	0	4
742ae3b7-2150-470d-8dd4-0425865702e6	6	12	6	16	28	0	4	4	0	12	2	34	20	24	0	2
5c2cfc55-9561-40ec-acd6-3d3a40b5cfd1	10	30	16	40	54	2	14	6	5	28	4	54	46	48	0	3
7767df1e-1d36-489c-9a4a-dd713f3ce7d7	2	14	6	8	26	2	7	2	3	12	0	28	8	24	0	2
027486fc-6698-4eb7-8253-d85d3e7845ac	4	12	4	8	22	2	6	2	3	8	0	24	8	22	0	3
3a5bdbe1-bd46-455c-81ca-eb920c97357d	6	18	6	20	38	2	10	6	3	16	2	42	24	32	0	4
9bff6a84-fce6-4060-8ed7-c6c306f6e32e	2	16	6	6	30	2	8	2	3	12	0	32	6	30	0	2
9e35e2dd-6be6-4a9f-ae31-8f7da8dab094	4	12	8	6	16	0	4	4	2	14	2	18	6	16	0	1
f2ef9f22-abe3-4531-82db-c0655b66b8e2	0	4	2	6	8	0	0	0	0	2	0	14	4	8	0	2
a7b60e1f-4c45-4628-89cd-b7400474e6c9	0	4	2	2	8	0	1	0	0	2	0	8	0	8	0	0
4095f90d-9127-405a-95f6-582fe78a4585	4	20	8	16	26	2	8	6	3	14	2	28	16	22	0	4
49947b6c-2963-461e-9c66-b083acddc5b2	4	16	6	12	30	2	8	6	3	12	2	26	10	24	0	3
a7b2b035-8d69-4ac0-9e24-a93ef97e355c	4	14	6	12	24	2	7	6	3	12	2	28	12	24	0	3
b19382a2-8b1f-4d04-b20d-17cc7aaab0a8	2	14	4	6	18	2	6	2	3	12	0	20	6	14	0	2
a3298416-5515-46d3-9d58-7c12ee0bb1cd	2	18	8	6	28	2	8	2	5	16	0	26	6	24	0	2
40f6add5-ae3e-42bb-a415-6e47fd6a5daa	4	14	6	10	20	2	6	6	5	12	2	20	8	16	0	3
40d4ade0-d5f1-4551-8872-47e16ed6ee54	4	12	6	12	18	2	7	6	3	14	2	22	10	16	0	4
5e459818-3593-48ee-98d8-6dfea363cc58	4	18	12	16	34	0	9	0	2	18	0	42	28	36	0	1
56359762-8a02-46bc-97c5-0b4a00f28cd5	6	12	6	14	22	0	3	4	0	12	2	28	20	24	0	2
3056c04d-9fea-4cc9-a517-d24a2166cb4f	2	14	4	8	22	2	6	2	3	8	0	24	14	22	0	2
d9dead7f-0cf2-46a3-b841-3e420254720e	4	16	6	12	26	2	7	2	3	16	0	32	18	24	0	2
119b8aa5-d8d5-4572-b4f7-08f501175bbb	4	10	6	10	22	0	3	4	0	8	2	28	16	24	0	2
b6a562d5-0418-4b06-b71c-c8a14ac578c3	4	12	4	18	16	2	5	2	3	12	0	20	22	16	0	3
82971ce7-6b78-44cf-a3e3-07881a8d37cd	2	18	8	8	26	2	8	2	5	16	0	28	8	24	0	2
c628e92c-c987-408f-8ba5-accd7645f955	2	2	0	12	8	0	2	0	0	4	0	8	16	2	0	1
6a8808ac-d821-4b45-803e-6247e8c2b878	0	2	2	6	2	0	0	0	0	0	0	4	4	0	0	1
887d798e-7e2a-4029-88d6-e340a054bfad	0	4	2	2	4	0	1	0	2	4	0	2	2	0	0	0
0223e076-f6cc-48cb-8c50-013e3a6e3467	2	8	4	32	18	0	7	0	4	6	0	14	10	20	0	11
4792b8ef-b5aa-45f2-8585-90a5f05e3057	0	0	0	16	0	0	0	0	0	0	0	0	6	0	0	5
4297acd5-b59f-4543-bfff-38a26b526bcf	0	2	0	10	4	0	2	0	1	2	0	4	0	6	0	5
49a4d644-9ba2-4263-91dd-9686f716a7fc	4	18	10	10	16	2	4	4	3	14	2	10	10	24	1	4
c8bf4ffe-c0e0-4fed-9627-0834b6612a0c	0	4	4	0	4	0	0	0	0	0	0	0	4	8	0	0
5a1b94b4-36a9-4224-94f0-1fbe95f4141f	6	30	18	20	38	4	8	10	5	26	6	30	16	50	2	5
878c9bc8-2d5c-46cf-beb3-3a906724baf5	4	14	6	10	12	2	4	4	3	14	2	10	10	16	1	4
07476982-91a7-425e-b743-70be7a42a031	4	18	10	12	20	2	4	4	3	18	2	18	8	26	1	4
4ef07063-0190-4d7c-b08b-61970da28182	4	6	6	6	8	0	0	0	0	6	0	2	4	8	0	2
a374a691-642d-41e1-982e-b1befbfd2db0	4	14	6	14	12	2	4	4	3	14	2	10	16	16	1	6
933a0ee8-ff4e-4173-85ae-1e09c28e8a2e	10	26	14	26	34	4	8	10	6	22	6	30	22	46	2	8
1c81021b-a005-4b63-8456-854ca5b1f710	4	22	12	10	18	2	5	4	3	16	2	12	6	26	1	4
0d71e482-ec3f-4395-940f-2b649745090b	8	28	14	26	34	4	8	10	5	26	6	30	22	42	2	8
16a9e454-dbbf-47ff-a8a4-d059ffa261a1	10	22	12	24	22	2	4	6	4	18	4	16	26	30	1	4
8666f054-4839-493a-82b9-55ef226f7e36	4	14	6	20	12	2	4	4	3	12	2	10	16	16	1	8
d745f8c2-4c0c-40e1-9151-a2f01c05e891	0	4	2	2	2	0	0	0	0	4	0	2	2	0	0	0
0ddce52a-87bd-49cc-9592-19c4982e995a	0	6	2	0	6	0	0	0	0	8	0	6	0	0	0	0
3a322bc7-905c-486a-b0f7-03a52890404f	4	16	10	22	16	2	4	4	3	12	2	10	14	24	1	8
2052e0c0-02c7-4d71-a12a-83a25030e090	2	4	2	2	2	0	0	0	0	4	0	2	2	0	0	1
52cb7345-cd5d-43f9-8212-03822fe6098e	4	18	10	12	16	2	4	4	3	12	2	10	10	24	1	4
25e81489-ebe8-461d-befa-c3251560b44c	0	4	4	0	6	0	0	0	0	4	0	4	0	8	0	0
189b543b-6a3f-4bdb-8ced-8af6472c7148	4	0	0	22	0	0	0	0	0	2	0	0	16	0	0	5
87fa5db1-01d7-44ab-b2b0-e01e0e7e239c	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
cee4096c-945c-4ce8-87f9-870e7cb40419	4	8	4	18	6	0	5	0	4	12	0	12	14	16	0	2
a439e986-0f55-4e04-bdfb-de201a5097ec	2	0	2	0	0	0	2	0	2	4	0	6	0	8	0	1
04d738f1-33fd-4e20-bf4f-ff64f53f1673	54	94	40	118	194	6	73	38	35	112	26	268	120	148	5	31
6d175789-842f-498a-a4c2-e04b7d8f200d	6	42	14	28	90	0	22	8	15	38	8	94	22	90	1	1
2d6adaaf-b938-4284-bcc7-cb673614d309	36	70	32	76	158	4	58	16	27	82	10	216	80	102	3	22
19ad78f1-e3cc-4c9f-a489-ce297bc60d0a	34	70	30	78	168	6	60	42	24	84	24	230	82	102	5	18
e0f6fdd6-f1e1-4bff-9eaf-f91474c34039	28	46	24	72	110	2	34	30	15	64	12	174	76	66	2	18
1dd898e3-3a51-447c-9908-84bd72e6cb06	4	4	2	8	18	0	5	0	2	12	4	34	0	20	0	0
8703ccd7-dca3-40b3-99ba-d493c5bbd7e5	32	50	22	94	120	6	46	16	22	82	18	214	164	80	3	35
8414c612-fb78-47b1-b8c4-ef9207745d06	34	100	42	64	174	4	55	18	32	94	8	188	30	152	3	15
4c06fccf-84bb-4c30-9144-262217ed98ee	82	90	42	236	186	10	64	56	37	128	30	256	286	128	6	69
936303ed-bb04-4c7f-8623-9221aed5baf0	20	80	34	42	150	4	44	18	22	82	8	146	22	122	3	7
cacc3c5c-84b1-43df-be14-37cf2b17f347	90	108	56	226	218	8	78	34	44	140	30	288	248	180	5	63
c8bef0e4-ebc6-4899-a524-d190d928907a	18	4	0	62	4	2	0	46	0	4	24	0	62	0	6	22
c439d865-f51f-4fa3-9fb0-07bf3d5f58e7	16	4	0	48	4	0	0	34	0	4	14	0	50	0	3	17
93d112a3-9709-4948-a04b-1c54ac62f54c	142	296	118	376	588	18	195	110	110	322	60	634	388	420	16	123
b2c4964e-99e7-424f-af28-31781b71cef2	100	196	84	250	400	8	142	48	79	230	36	468	300	298	7	74
6134d287-588d-4d04-8c54-536d79981bf9	44	46	28	82	94	2	32	14	17	74	14	144	106	66	3	25
876b94d9-d69b-4297-b42f-f0665e926947	58	72	32	172	140	6	61	20	30	94	16	208	224	104	3	53
f9249684-f339-414e-9beb-ee0f60014f9b	120	258	100	342	518	12	176	92	98	290	58	604	360	366	13	98
f1945cb1-97dd-47b4-bcb0-f2585c23b199	22	44	24	28	76	0	16	6	11	50	4	96	14	76	0	7
2a36a530-ea43-47db-848b-3c3ab33ef5e2	4	48	12	14	90	2	26	20	19	36	10	74	4	78	4	5
178b67ec-2835-4616-9c03-ec2111e6d595	0	0	0	0	2	0	0	0	0	0	0	2	0	8	0	0
9cdd661b-5e22-4c74-b4ce-f19cbbc0adf9	0	0	0	0	2	0	1	6	0	0	4	2	0	0	1	0
b728075d-0551-4e1c-816a-95c16bf822d1	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0
8685be11-d890-4f20-b475-bf5e68dce9f0	10	40	18	38	76	0	26	0	12	34	0	60	26	64	0	10
c558e9ef-9a6d-4c0d-9686-2624a8c4e267	32	44	18	92	68	0	29	6	18	36	2	60	70	56	1	41
5c89bf14-9921-4be2-aef1-6fff65b65c48	2	2	0	12	2	0	0	0	0	2	0	2	6	4	0	1
cf290a9e-3314-489e-972c-c17b0924db9e	26	32	12	70	72	0	25	6	13	28	2	60	58	58	1	30
3e47d73c-d43e-4685-8f02-51dd50937fd5	38	24	10	76	40	2	16	6	9	22	4	34	60	32	0	34
136d02d5-2e46-4791-ab05-3ca006e2ac23	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
fedb84fe-74ff-48b3-ab83-ec9e0d91a5b5	0	2	0	6	0	0	0	4	0	2	2	0	6	0	0	0
46a55dc9-1770-42dc-a3e8-fa5e173fe708	8	2	0	12	0	0	0	0	1	2	2	0	0	0	0	6
04fff5e6-114d-4653-abdb-86e9cbbee24a	0	2	0	4	0	0	0	0	1	2	0	0	2	0	0	1
86d59f1f-b834-4309-96d6-af4a8104e461	0	0	0	4	0	0	0	12	0	0	6	0	2	0	1	2
569d2260-deb9-463a-876d-d242cfdabaed	0	0	0	6	0	0	0	6	0	0	2	0	0	0	0	0
56fda41c-cbf4-45d0-a965-fbd01c5fbbd3	2	0	0	2	0	2	0	12	0	0	6	0	2	0	3	1
cc2ba2fd-b02c-4a09-b2ed-8e2ab2161e35	0	0	0	0	2	0	0	4	0	0	2	0	0	0	0	0
2cbd907c-6d78-48b3-8b6f-61b0765108a2	2	0	0	38	0	6	0	8	0	0	4	0	2	0	2	1
cb8762a0-8b78-4c33-bca8-15ea511ee522	8	0	0	52	2	14	0	34	0	0	20	0	12	0	8	4
43b1cc9d-0c02-4805-93af-5d527c4c8abc	2	0	0	8	0	2	0	8	0	2	4	0	2	0	2	1
981a6e08-4987-4368-a8d1-114ee95d0d06	2	0	0	26	0	6	0	30	0	0	20	0	2	0	3	1
2aa5f1c5-a08f-4178-98c0-07eebc872c8b	2	0	0	2	0	6	0	26	0	0	14	0	2	0	5	1
79fe9d8e-0d03-44db-b046-51ef5d4c4daa	16	0	0	62	0	14	0	46	0	0	42	0	20	0	8	7
75f60eb0-34d7-4c7a-a07c-4fcfaff4ca5a	10	0	0	10	2	8	1	56	0	0	30	2	8	2	12	5
79698856-619c-4703-80ad-3370f357dfeb	2	0	0	2	0	6	0	26	0	0	14	0	2	0	5	1
9b51b975-68ea-4510-b853-76ac2c9d984c	2	0	0	2	0	22	0	82	0	0	46	0	2	0	17	1
375ed4f3-eb30-4f0e-b1d6-90b9aa21f358	0	0	0	0	0	6	0	18	0	0	10	0	0	0	3	0
67ae362c-9a9b-4023-a4d6-3aface002996	6	0	0	50	2	12	0	40	0	0	24	0	10	0	7	3
fa014392-7290-427d-bd43-c12400b51233	0	0	0	36	0	6	0	8	0	0	4	0	0	0	2	0
0aa015ba-285e-4b4e-8731-f5824e4f9bc0	32	8	4	100	14	44	5	248	3	8	116	10	46	14	46	25
cda38c7c-56f5-4419-95de-5426c8a54101	16	0	0	80	2	10	0	66	0	0	48	0	24	0	14	13
468e1201-a194-47d7-9a79-969ae45db948	6	0	0	12	0	12	0	68	0	0	36	0	10	0	14	4
ec13d126-16b4-4bb6-a980-518dee29504d	48	18	10	156	42	16	16	152	7	18	62	32	132	30	33	51
5d3664bf-0700-4bd3-9a78-de6a9f3805f3	4	0	0	10	0	8	0	22	0	0	18	0	2	0	5	4
6656ccb8-4935-4a7f-aed1-34bfc6fa26cb	0	0	0	36	0	16	0	40	0	0	26	0	0	0	10	0
96aa5e2d-6c7a-4916-87e4-26ec5b5942e2	8	0	0	18	0	2	0	24	0	0	18	0	12	0	3	6
25e85533-dd6b-418f-9fa9-3a61ed5dd21c	36	16	8	100	42	6	16	34	6	16	18	36	74	30	11	27
e87dfcfb-6fd9-4ae7-8cf1-881a7fb3c4f2	2	0	0	2	4	8	0	22	0	0	8	2	2	0	2	1
9ad37392-7427-4a64-9ed6-dc50bcfb824c	0	0	0	0	0	10	0	30	0	0	10	0	0	0	5	0
71b1558d-3330-4d72-8fca-546fe2a81e77	14	6	2	16	8	2	4	4	3	6	2	8	16	8	1	7
4d5ed3e7-6afa-49e8-bc8d-4e7cda6c3964	18	2	0	48	2	0	0	4	0	2	2	2	46	0	1	15
8f60e966-e6e8-44c5-9061-c50c29544381	88	26	10	188	74	14	26	56	12	24	38	60	156	42	13	77
15f471b5-b937-44c5-887c-36aa12290dcd	0	0	0	0	0	6	0	18	0	0	6	0	0	0	3	0
22ab5c1b-b096-4d85-9334-2ef7c0b3d10c	170	40	18	486	96	24	31	110	17	32	46	76	402	66	30	168
d973ecb9-ab0c-42c8-9953-2ad2bc2477dc	20	2	0	58	0	0	0	4	0	2	2	0	56	0	1	20
ec8fc658-7e67-4faf-9f16-8cdfa181bb03	8	10	6	12	24	2	10	4	5	10	2	18	12	24	1	4
4de1d551-5648-4e80-a0bc-3d58475b2f24	16	0	0	24	0	4	0	14	0	0	4	0	18	0	2	7
347b6456-31c2-46f4-94bf-568e8c1c5724	40	2	2	58	0	2	0	14	1	2	10	0	50	0	3	26
986a7b09-d42d-4df2-ac6f-c8c2ba098e07	40	2	0	112	8	6	1	28	0	2	14	6	76	8	6	22
0e3c1ee8-de0e-4a6c-bfd4-d89f393663b1	10	0	0	18	0	0	0	6	0	0	2	0	20	0	1	6
220a492e-78ee-4974-8ba7-fe90635ed9eb	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
836c61d0-3cc3-4ffc-898f-304b9350e271	4	54	32	10	74	10	31	38	15	46	16	72	8	78	5	3
82c79862-64b3-4686-b6e2-0d3642a38979	4	34	22	14	42	4	17	32	11	28	12	38	8	56	3	3
fc05d198-ec91-4e3e-87a7-22626a3d5b16	4	36	20	12	36	4	14	10	6	30	6	32	6	52	2	4
2412377b-ea5c-4802-943e-72f387bd159b	4	20	12	8	18	4	8	8	5	18	6	16	6	32	2	3
30866323-e715-4a11-bd5f-31db0a5d7d31	4	20	12	22	46	2	19	6	8	16	4	48	32	46	1	7
3375725e-8e59-43fc-8893-f0b47e69a304	6	6	4	18	10	2	3	2	2	6	0	6	10	8	0	3
857962c7-8379-4fb8-b205-0b4f8600aba1	0	8	4	4	16	0	4	0	2	6	0	38	4	14	0	2
