Group	PFAM_PROPHANE	PFAM_MANTIS	KO_MANTIS	KO_MANTIS_CONSENSUS	GP_DB1UniProt_S03	GP_DB1UniProt_S05	GP_DB1UniProt_S07	GP_DB1UniProt_S11	GP_DB1UniProt_S08	GP_DB1UniProt_S14	MPA_DB1UniProt_S03	MPA_DB1UniProt_S05	MPA_DB1UniProt_S07	MPA_DB1UniProt_S11	MPA_DB1UniProt_S08	MPA_DB1UniProt_S14	MQ_DB1UniProt_S03	MQ_DB1UniProt_S05	MQ_DB1UniProt_S07	MQ_DB1UniProt_S11	MQ_DB1UniProt_S08	MQ_DB1UniProt_S14	PD_DB1UniProt_S03	PD_DB1UniProt_S05	PD_DB1UniProt_S07	PD_DB1UniProt_S11	PD_DB1UniProt_S08	PD_DB1UniProt_S14
B0MI46	-;	PF17848;	K01849;K01963;K01962;	K01963	3.0	3.0	0.0	0.0	5.0	0.0	3.0	2.0	0.0	0.0	1.0	0.0	3.0	4.0	0.0	0.0	6.0	0.0	2.0	3.0	0.0	0.0	5.0	0.0
F9UQG2	-;	PF02872;	K20109;K17224;K08077;K08693;K01181;K01083;K10117;K01081;K11751;K01077;K01186;K01119;K07004;K05996;K06931;	K11751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MI47	-;	PF03255;	K13933;K01963;K01962;	K01962	0.0	1.0	1.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0
F9UQG3	-;				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MI40	PF00698;		K15355;K13935;K00648;K00645;K15329;K15469;K11533;K15327;	K00645	2.0	1.0	0.0	1.0	2.0	8.0	2.0	1.0	0.0	0.0	1.0	1.0	2.0	3.0	0.0	0.0	2.0	7.0	2.0	0.0	0.0	2.0	3.0	3.0
B0MI41	-;		K12661;K00065;K03366;K03793;K11539;K13370;K00019;K14713;K18337;K00059;K01489;	K00059	4.0	9.0	2.0	12.0	9.0	2.0	3.0	7.0	1.0	6.0	5.0	1.0	6.0	8.0	4.0	7.0	8.0	5.0	4.0	9.0	2.0	11.0	9.0	1.0
P0AAD8	-;	PF03222;	K03838;	K03838	1.0	1.0	1.0	4.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	3.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
P38521	-;		K09923;	K09923	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
P0AAD6	-;	PF03222;	K03837;	K03837	3.0	6.0	3.0	14.0	6.0	2.0	3.0	5.0	3.0	15.0	5.0	1.0	2.0	8.0	6.0	12.0	6.0	1.0	3.0	4.0	2.0	13.0	5.0	1.0
B0MHR2	PF00202;		K15661;K15681;K01845;K07257;K21585;K16129;	K01845	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MI33	-;	PF02915;	K05919;K00348;K07798;K22405;K19824;	K19824	123.0	358.0	30.0	164.0	79.0	60.0	72.0	234.0	25.0	128.0	61.0	27.0	56.0	112.0	42.0	95.0	34.0	27.0	105.0	301.0	30.0	178.0	78.0	31.0
B0MI34	PF14238;	DUF4340;PF14238;			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q88SK7	-;		K06153;	K06153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	3.0	2.0	3.0	4.0	2.0	9.0	15.0	6.0	21.0	18.0	0.0
P39838	-;	PF16359;			1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
P39831	-;		K16066;	K16066	4.0	5.0	1.0	6.0	6.0	6.0	4.0	6.0	1.0	2.0	2.0	3.0	6.0	3.0	2.0	2.0	6.0	1.0	2.0	7.0	0.0	2.0	4.0	3.0
A0A1C7IC06_A0A1C7IIX0	-;-;				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
B0MI30	PF04851;	PF00270;	K05592;K11927;K03581;	K05592	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0
P27848	-;				0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P27842	-;				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
B0MHQ1	unclassified;				0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MI22	-;		K22719;	K22719	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
B0MHQ4	PF05222;	PF05222;PF01262;	K00298;K14157;K00290;K00259;	K00259	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P39829	-;		K01685;K01053;K16850;K01708;K16849;K16846;K16845;	K01708	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
B0MHQ5	PF08220;		K16785;K01807;K02081;K11534;K02444;K03477;K20271;K02530;K02430;K06608;K22103;K02436;K02468;K03436;K21601;K03655;	K02468	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
P0AAB8	-;		K14065;	K14065	0.0	0.0	1.0	1.0	0.0	3.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0
P0AAB6	-;		K00963;K01840;	K00963	2.0	1.0	0.0	0.0	1.0	5.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0
P0AAB2	-;	PF01451;			2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F9UQH9	unclassified;				1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F9UQD0	-;				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MHX0	-;	PF01522;	K16842;K15531;K13014;K01181;K11931;K18454;K14659;K00365;K01179;K01452;K01406;K21478;K01426;K22278;K01567;K21006;	K22278	0.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
B0MHX1	PF01520;	PF01520;	K01448;	K01448	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
B0MHX2	PF00165;		K13653;K05804;	K13653	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P0AAG8	-;	PF02653;PF00532;PF00005;	K10542;	K10542	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q88T16	unclassified;		K07533;K03769;	K07533	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MI87	PF02906;	PF02906;	K00123;K17997;K18332;K06441;K00533;K18006;K00336;K00534;K00532;	K18332K00533	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MHW8	PF00438;	PF00438;PF02773;PF02772;	K13140;K00789;	K00789	9.0	10.0	1.0	13.0	6.0	9.0	7.0	9.0	1.0	10.0	6.0	3.0	14.0	15.0	2.0	21.0	6.0	5.0	10.0	9.0	1.0	12.0	6.0	7.0
B0MI88	PF02673;		K06153;	K06153	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
B0MI89	PF04994;		K07343;	K07343	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MHW1	-;		K06187;K09747;	K09747	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
B0MI82	PF13187;		K00390;		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MHW3	PF11969;		K21220;K01518;K19710;K02503;	K02503	0.0	1.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0
B0MHW5	-;		K00891;	K00891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F9UQB3	PF00266;		K04487;	K04487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
F9UQB4	PF01048;		K01243;	K01243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F9UQF5	unclassified;				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MI71	PF12706;		K07041;K12574;K10747;K07577;K07576;	K07576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P0AAE0	-;	PF00324;	K16238;K16237;K16235;K16234;K03294;K11734;K03293;K11736;K11735;K11732;K01750;K11738;K11737;	K11737	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
F9UQE5	-;	PF00849;	K06180;K06969;K06175;K06177;K06179;	K06180	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MHU6	-;	PF00290;	K01695;K00467;	K01695	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MHU9	PF00437;		K20527;K03609;K02283;	K02283	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
P0AAF3	-;	PF02653;PF00532;PF00005;	K16787;K10440;K16786;K17215;K10441;K10562;K16785;K17214;K17210;K10545;K10548;K10542;K10544;K02056;K17206;K17204;K10551;K10558;K10554;K17207;K01990;K10539;K13926;K01998;K01996;K07710;K01995;K05776;	K10539	2.0	3.0	1.0	3.0	3.0	0.0	1.0	2.0	0.0	2.0	3.0	0.0	2.0	2.0	2.0	4.0	2.0	0.0	2.0	3.0	1.0	3.0	1.0	0.0
B0MHU0	-;				0.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
C4ICL0_C4IK45	PF01053;PF01053;		K07806;K07806;	K07806K07806	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	4.0	6.0	0.0	2.0	2.0	2.0	7.0	1.0	0.0
F9UQD6	-;		K03216;	K03216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MHL0	PF09972;	PF09972;DUF2207;	K10110;		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P31057	-;	PF02548;	K01918;K00606;	K00606	2.0	3.0	1.0	1.0	1.0	4.0	2.0	3.0	1.0	1.0	1.0	0.0	4.0	3.0	2.0	0.0	2.0	2.0	2.0	3.0	0.0	1.0	1.0	2.0
P31063	-;				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
B0MHL9	-;	PF02915;	K05919;K00348;K07798;K22405;K19824;	K19824	188.0	476.0	32.0	244.0	104.0	89.0	124.0	318.0	28.0	198.0	58.0	36.0	65.0	125.0	46.0	121.0	44.0	32.0	157.0	383.0	33.0	249.0	101.0	43.0
B0MHK0	PF06114;		K18831;	K18831	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F9UPM8	-;		K01258;	K01258	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
F9UPM3	-;	PF00224;	K10457;K12406;K01930;K00873;K06689;	K00873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
B0MHK2	-;		K15389;K11718;K00249;K09478;K18402;K00248;K11731;	K00248	2.0	3.0	0.0	3.0	1.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	4.0	5.0	0.0	2.0	0.0	0.0	4.0	3.0	0.0	3.0	0.0	0.0
B0MHK3	PF00766;		K03522;K22432;K00248;	K22432	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MHK6	-;		K07749;K02217;K18702;K19280;	K18702	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MHK7	-;		K10806;K03576;K01075;K01073;K18014;	K18014	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
B0MHK8	unclassified;		K10806;K03576;K01075;K01073;K18014;	K18014	0.0	2.0	0.0	3.0	2.0	1.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	3.0	0.0	1.0	2.0	0.0	0.0	3.0	0.0	1.0	2.0	0.0
B0MHJ1	-;		K17723;K17722;K00528;K15022;K02293;K12527;K10797;K00123;K00266;K03388;K00207;K00317;K00219;K00335;K09835;	K17722	34.0	45.0	9.0	39.0	34.0	38.0	27.0	31.0	8.0	38.0	27.0	19.0	35.0	31.0	20.0	55.0	30.0	30.0	32.0	38.0	9.0	32.0	37.0	20.0
B0MHJ2	PF01207;		K00254;K17723;K00207;K17828;K02823;K12527;K00226;	K17723	23.0	28.0	8.0	30.0	29.0	19.0	16.0	22.0	5.0	22.0	13.0	8.0	21.0	24.0	10.0	46.0	26.0	14.0	21.0	25.0	6.0	31.0	22.0	7.0
B0MHJ3	-;		K01464;K07528;K01465;K07529;K07456;K01466;	K01464	29.0	40.0	1.0	27.0	13.0	25.0	24.0	27.0	1.0	24.0	8.0	12.0	22.0	27.0	4.0	27.0	10.0	26.0	27.0	29.0	2.0	26.0	16.0	12.0
B0MHJ6	-;		K06016;	K06016	26.0	31.0	9.0	27.0	26.0	40.0	21.0	25.0	8.0	20.0	22.0	15.0	20.0	19.0	20.0	38.0	26.0	31.0	24.0	33.0	9.0	26.0	25.0	18.0
B0MHJ7	PF00376;		K13652;K19575;	K19575	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P0AA91	-;	PF03843;			0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P03813	-;	PF01177;			0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MHI9	unclassified;				0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0
F9UQ00	PF00575;	PF08529;	K02945;K02600;	K02600	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MHI4	PF00232;		K00067;K01223;K03488;K01220;K21000;K05350;	K01223	1.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MHP1	PF06486;	PF01522;	K16842;K15531;K13014;K01181;K11931;K18454;K14659;K00365;K01179;K01452;K01406;K21478;K01426;K22278;K01567;K21006;	K22278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
B0MHP3	PF04221;		K07075;K18918;K07473;	K07473	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F9UPJ4	PF00595;		K03797;	K03797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MHP6	PF02922;	PF02922;	K01534;K01214;	K01214	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	3.0	2.0	0.0	0.0	0.0	1.0	2.0	3.0	0.0
F9UPJ0	PF13156;	PF04471;	K00571;K07452;K00590;K08300;K07448;	K07448	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P27829	-;		K02472;	K02472	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MHP8	-;		K03569;	K03569	9.0	20.0	1.0	9.0	10.0	10.0	9.0	17.0	1.0	9.0	8.0	1.0	17.0	17.0	2.0	14.0	8.0	7.0	6.0	13.0	1.0	9.0	8.0	2.0
B0MI18	unclassified;		K09795;K01181;K17076;K07214;K18851;K01070;K03930;K21105;	K03930	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
B0MHP9	-;				1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MI19	PF01406;		K01870;K01869;	K01870	7.0	11.0	0.0	15.0	1.0	0.0	6.0	7.0	0.0	14.0	0.0	0.0	6.0	5.0	0.0	13.0	2.0	0.0	9.0	9.0	0.0	13.0	1.0	0.0
F9UPI9	PF03466;		K09681;	K09681	0.0	0.0	0.0	2.0	2.0	0.0	4.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MI02	-;		K07775;	K07775	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
B0MI03	PF00849;	PF00849;	K06180;K06969;K06175;K06177;K06179;	K06180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F9UPI6	PF02421;	PF01926;	K06948;K14540;		0.0	0.0	0.0	1.0	2.0	0.0	2.0	5.0	0.0	3.0	0.0	0.0	2.0	1.0	0.0	6.0	0.0	0.0	5.0	7.0	0.0	10.0	5.0	0.0
B0MI07	-;				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P27833	-;		K02805;	K02805	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
P27830	-;		K12451;K12450;K12823;K01710;	K01710	2.0	6.0	0.0	8.0	1.0	4.0	3.0	8.0	0.0	8.0	6.0	0.0	4.0	4.0	0.0	8.0	2.0	3.0	2.0	6.0	0.0	7.0	1.0	1.0
P03841	-;	PF07148;	K05775;	K05775	1.0	2.0	1.0	0.0	4.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	3.0	0.0
B0MHN3	PF00072;		K02477;K08083;K01990;K07705;K07707;K12295;K21696;K11641;	K11641	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
F9UPL0	PF00575;		K02945;	K02945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	3.0	1.0
F9UPK7	-;		K03530;	K03530	4.0	6.0	1.0	8.0	9.0	2.0	4.0	5.0	0.0	7.0	9.0	1.0	2.0	2.0	0.0	7.0	6.0	1.0	4.0	6.0	0.0	8.0	9.0	1.0
B0MHM1	-;	PF04011;	K03744;	K03744	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0
B0MHM3	PF05673;		K06923;	K06923	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P31064	-;	PF04143;			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MHM5	PF09479;		K13730;K15353;K15354;K13791;K01181;K02172;K13735;K13731;K19613;K13963;K01179;K02342;K05970;K07126;K01218;K06883;K09973;K01347;K21449;K01227;		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
P0AA25	-;	PF00085;	K03671;	K03671	1.0	1.0	1.0	3.0	4.0	2.0	1.0	1.0	1.0	3.0	3.0	2.0	2.0	2.0	0.0	4.0	6.0	1.0	1.0	1.0	1.0	3.0	5.0	2.0
F9UQ78	PF02005;		K15984;K00571;K15257;K08316;	K08316	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MHD4	PF13620;		K14194;	K14194	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
F9UPV7	PF18449;	PF18449;			0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P21645	-;	PF04613;	K02536;	K02536	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
